"Id","Prediction"
131,4325719.46879539
132,5888315.87506126
133,3854959.6104833
134,2262299.83795151
135,4856606.05963932
136,3854959.6104833
137,3854959.6104833
138,3263946.28710753
139,4355782.83506131
140,4385846.20132723
141,4355782.83506131
142,5357429.28421733
143,3885022.97674922
144,4385846.20132723
145,1701349.88084165
146,4856606.05963932
147,3885022.97674922
148,4385846.20132723
149,3854959.6104833
150,4385846.20132723
151,3854959.6104833
152,3854959.6104833
153,9985091.77048311
154,5357429.28421733
155,4385846.20132723
156,4355782.83506131
157,6419202.46590519
158,3854959.6104833
159,4385846.20132723
160,4886669.42590524
161,3854959.6104833
162,699703.431685633
163,5387492.65048325
164,3203819.55457568
165,4886669.42590524
166,5207112.45288773
167,4385846.20132723
168,4385846.20132723
169,4355782.83506131
170,3854959.6104833
171,3854959.6104833
172,2202173.10541966
173,5447619.38301509
174,5888315.87506126
175,3885022.97674922
176,5357429.28421733
177,4916732.79217116
178,3885022.97674922
179,4385846.20132723
180,4355782.83506131
181,3854959.6104833
182,1701349.88084165
183,3263946.28710753
184,3885022.97674922
185,4385846.20132723
186,3354136.38590529
187,4886669.42590524
188,5888315.87506126
189,3854959.6104833
190,3854959.6104833
191,4886669.42590524
192,4856606.05963932
193,4385846.20132723
194,4886669.42590524
195,5888315.87506126
196,4355782.83506131
197,4886669.42590524
198,3885022.97674922
199,4385846.20132723
200,4385846.20132723
201,3854959.6104833
202,4355782.83506131
203,5357429.28421733
204,5387492.65048325
205,4385846.20132723
206,1200526.65626364
207,4415909.56759315
208,3354136.38590529
209,4385846.20132723
210,3854959.6104833
211,4355782.83506131
212,3854959.6104833
213,4916732.79217116
214,1200526.65626364
215,3354136.38590529
216,4886669.42590524
217,2202173.10541966
218,3854959.6104833
219,3854959.6104833
220,3854959.6104833
221,2262299.83795151
222,4886669.42590524
223,4385846.20132723
224,4856606.05963932
225,5387492.65048325
226,4385846.20132723
227,5357429.28421733
228,3854959.6104833
229,3324073.01963937
230,4916732.79217116
231,6419202.46590519
232,4916732.79217116
233,4385846.20132723
234,4385846.20132723
235,4355782.83506131
236,5447619.38301509
237,3854959.6104833
238,4916732.79217116
239,5447619.38301509
240,3885022.97674922
241,3885022.97674922
242,3854959.6104833
243,1200526.65626364
244,6449265.83217112
245,6419202.46590519
246,5387492.65048325
247,4886669.42590524
248,3203819.55457568
249,3854959.6104833
250,3885022.97674922
251,4856606.05963932
252,4265592.73626355
253,4385846.20132723
254,4385846.20132723
255,4385846.20132723
256,3885022.97674922
257,3854959.6104833
258,3354136.38590529
259,4385846.20132723
260,5387492.65048325
261,3854959.6104833
262,4856606.05963932
263,3854959.6104833
264,4886669.42590524
265,4856606.05963932
266,4916732.79217116
267,5888315.87506126
268,3263946.28710753
269,4886669.42590524
270,4385846.20132723
271,4355782.83506131
272,3854959.6104833
273,4355782.83506131
274,3854959.6104833
275,5387492.65048325
276,4856606.05963932
277,4385846.20132723
278,4355782.83506131
279,4385846.20132723
280,4385846.20132723
281,5357429.28421733
282,4355782.83506131
283,2262299.83795151
284,4856606.05963932
285,3885022.97674922
286,3263946.28710753
287,6449265.83217112
288,3263946.28710753
289,3854959.6104833
290,2202173.10541966
291,3854959.6104833
292,5387492.65048325
293,3854959.6104833
294,4385846.20132723
295,3854959.6104833
296,3885022.97674922
297,4385846.20132723
298,4886669.42590524
299,4385846.20132723
300,4886669.42590524
301,4385846.20132723
302,4916732.79217116
303,4385846.20132723
304,4856606.05963932
305,5387492.65048325
306,4355782.83506131
307,4355782.83506131
308,3854959.6104833
309,3854959.6104833
310,4856606.05963932
311,3885022.97674922
312,3854959.6104833
313,5387492.65048325
314,3885022.97674922
315,5387492.65048325
316,4385846.20132723
317,4385846.20132723
318,4385846.20132723
319,4886669.42590524
320,4856606.05963932
321,4355782.83506131
322,4355782.83506131
323,2262299.83795151
324,3854959.6104833
325,2202173.10541966
326,7390785.54879529
327,4325719.46879539
328,3885022.97674922
329,5888315.87506126
330,4916732.79217116
331,4385846.20132723
332,3854959.6104833
333,3854959.6104833
334,4355782.83506131
335,4385846.20132723
336,3354136.38590529
337,3354136.38590529
338,4856606.05963932
339,3854959.6104833
340,3854959.6104833
341,4385846.20132723
342,5447619.38301509
343,1200526.65626364
344,4355782.83506131
345,3885022.97674922
346,4856606.05963932
347,4385846.20132723
348,4886669.42590524
349,4355782.83506131
350,3854959.6104833
351,5888315.87506126
352,5888315.87506126
353,4385846.20132723
354,3854959.6104833
355,5357429.28421733
356,5387492.65048325
357,5387492.65048325
358,4355782.83506131
359,4385846.20132723
360,2202173.10541966
361,4355782.83506131
362,4385846.20132723
363,5387492.65048325
364,5387492.65048325
365,5387492.65048325
366,3885022.97674922
367,5387492.65048325
368,4385846.20132723
369,4886669.42590524
370,4886669.42590524
371,4385846.20132723
372,4355782.83506131
373,6980152.42301505
374,4385846.20132723
375,4886669.42590524
376,4355782.83506131
377,3854959.6104833
378,4385846.20132723
379,4856606.05963932
380,1761476.6133735
381,4415909.56759315
382,4385846.20132723
383,3854959.6104833
384,3354136.38590529
385,5357429.28421733
386,4916732.79217116
387,4916732.79217116
388,4886669.42590524
389,5267239.18541957
390,4385846.20132723
391,4385846.20132723
392,4355782.83506131
393,3854959.6104833
394,4385846.20132723
395,4385846.20132723
396,4385846.20132723
397,5387492.65048325
398,3854959.6104833
399,4385846.20132723
400,3354136.38590529
401,4355782.83506131
402,2262299.83795151
403,4385846.20132723
404,3885022.97674922
405,4385846.20132723
406,4355782.83506131
407,4385846.20132723
408,3885022.97674922
409,3885022.97674922
410,4385846.20132723
411,4385846.20132723
412,4385846.20132723
413,5387492.65048325
414,3263946.28710753
415,6389139.09963927
416,5888315.87506126
417,4355782.83506131
418,3854959.6104833
419,3854959.6104833
420,4916732.79217116
421,4385846.20132723
422,4385846.20132723
423,3854959.6104833
424,4385846.20132723
425,4856606.05963932
426,3854959.6104833
427,3854959.6104833
428,3263946.28710753
429,4385846.20132723
430,3885022.97674922
431,3354136.38590529
432,3354136.38590529
433,6419202.46590519
434,4385846.20132723
435,4856606.05963932
436,5357429.28421733
437,3854959.6104833
438,4415909.56759315
439,4886669.42590524
440,3854959.6104833
441,3854959.6104833
442,4385846.20132723
443,4886669.42590524
444,3324073.01963937
445,4385846.20132723
446,4385846.20132723
447,4355782.83506131
448,2262299.83795151
449,5387492.65048325
450,4385846.20132723
451,3854959.6104833
452,5888315.87506126
453,4205466.00373171
454,2702996.32999767
455,699703.431685633
456,4355782.83506131
457,3885022.97674922
458,4205466.00373171
459,3354136.38590529
460,5447619.38301509
461,4916732.79217116
462,3854959.6104833
463,5417556.01674917
464,2262299.83795151
465,4385846.20132723
466,5357429.28421733
467,699703.431685633
468,699703.431685633
469,5207112.45288773
470,5978505.97385903
471,4205466.00373171
472,3885022.97674922
473,3854959.6104833
474,3854959.6104833
475,3885022.97674922
476,3885022.97674922
477,699703.431685633
478,4916732.79217116
479,5918379.24132718
480,3263946.28710753
481,5387492.65048325
482,4355782.83506131
483,3854959.6104833
484,4385846.20132723
485,4385846.20132723
486,4856606.05963932
487,4385846.20132723
488,4856606.05963932
489,4385846.20132723
490,4355782.83506131
491,3854959.6104833
492,4856606.05963932
493,5888315.87506126
494,3854959.6104833
495,4886669.42590524
496,4385846.20132723
497,5387492.65048325
498,3885022.97674922
499,2763123.06252952
500,4886669.42590524
501,3854959.6104833
502,3854959.6104833
503,5888315.87506126
504,3854959.6104833
505,4385846.20132723
506,4856606.05963932
507,5357429.28421733
508,5387492.65048325
509,4886669.42590524
510,3263946.28710753
511,4385846.20132723
512,3885022.97674922
513,5978505.97385903
514,3854959.6104833
515,4385846.20132723
516,1200526.65626364
517,3354136.38590529
518,4385846.20132723
519,3854959.6104833
520,4385846.20132723
521,4856606.05963932
522,4385846.20132723
523,5387492.65048325
524,5447619.38301509
525,3854959.6104833
526,3354136.38590529
527,4385846.20132723
528,4385846.20132723
529,3854959.6104833
530,4385846.20132723
531,4385846.20132723
532,3854959.6104833
533,5978505.97385903
534,3854959.6104833
535,5978505.97385903
536,3854959.6104833
537,4385846.20132723
538,4385846.20132723
539,4886669.42590524
540,2262299.83795151
541,4856606.05963932
542,4355782.83506131
543,4355782.83506131
544,3854959.6104833
545,4355782.83506131
546,4385846.20132723
547,5888315.87506126
548,4385846.20132723
549,4355782.83506131
550,3854959.6104833
551,3854959.6104833
552,4385846.20132723
553,4205466.00373171
554,4385846.20132723
555,4355782.83506131
556,3354136.38590529
557,5357429.28421733
558,5357429.28421733
559,4886669.42590524
560,4385846.20132723
561,5888315.87506126
562,4385846.20132723
563,6389139.09963927
564,4355782.83506131
565,5357429.28421733
566,3854959.6104833
567,3354136.38590529
568,4856606.05963932
569,3263946.28710753
570,4385846.20132723
571,4916732.79217116
572,3854959.6104833
573,4355782.83506131
574,4355782.83506131
575,3354136.38590529
576,5387492.65048325
577,4355782.83506131
578,1200526.65626364
579,6268885.63457559
580,4916732.79217116
581,5387492.65048325
582,2202173.10541966
583,4385846.20132723
584,4385846.20132723
585,5357429.28421733
586,3854959.6104833
587,4886669.42590524
588,3854959.6104833
589,2202173.10541966
590,3354136.38590529
591,4355782.83506131
592,3885022.97674922
593,3885022.97674922
594,4385846.20132723
595,3854959.6104833
596,3263946.28710753
597,4856606.05963932
598,2202173.10541966
599,5387492.65048325
600,4385846.20132723
601,3854959.6104833
602,1200526.65626364
603,3854959.6104833
604,3854959.6104833
605,3885022.97674922
606,3354136.38590529
607,3854959.6104833
608,3885022.97674922
609,4385846.20132723
610,4385846.20132723
611,3854959.6104833
612,4385846.20132723
613,5918379.24132718
614,3854959.6104833
615,4385846.20132723
616,4886669.42590524
617,4886669.42590524
618,4385846.20132723
619,1200526.65626364
620,3854959.6104833
621,4385846.20132723
622,3324073.01963937
623,3854959.6104833
624,5387492.65048325
625,5858252.50879534
626,4385846.20132723
627,5357429.28421733
628,4385846.20132723
629,4385846.20132723
630,5387492.65048325
631,4856606.05963932
632,5357429.28421733
633,4385846.20132723
634,3354136.38590529
635,3203819.55457568
636,3854959.6104833
637,4385846.20132723
638,1701349.88084165
639,7450912.28132713
640,2262299.83795151
641,2262299.83795151
642,7861545.40710738
643,4856606.05963932
644,4886669.42590524
645,2262299.83795151
646,4325719.46879539
647,3854959.6104833
648,7861545.40710738
649,3263946.28710753
650,3854959.6104833
651,4385846.20132723
652,4385846.20132723
653,3854959.6104833
654,4856606.05963932
655,5387492.65048325
656,3885022.97674922
657,3854959.6104833
658,7861545.40710738
659,3854959.6104833
660,6419202.46590519
661,4385846.20132723
662,4916732.79217116
663,4385846.20132723
664,4385846.20132723
665,4385846.20132723
666,4385846.20132723
667,3854959.6104833
668,3885022.97674922
669,3854959.6104833
670,5888315.87506126
671,5357429.28421733
672,4856606.05963932
673,4385846.20132723
674,4355782.83506131
675,3885022.97674922
676,4385846.20132723
677,3324073.01963937
678,3885022.97674922
679,5357429.28421733
680,4385846.20132723
681,4355782.83506131
682,4385846.20132723
683,4325719.46879539
684,3854959.6104833
685,4355782.83506131
686,4916732.79217116
687,3854959.6104833
688,6920025.6904832
689,3354136.38590529
690,3263946.28710753
691,1200526.65626364
692,5417556.01674917
693,3885022.97674922
694,3885022.97674922
695,6449265.83217112
696,4385846.20132723
697,3854959.6104833
698,5888315.87506126
699,3354136.38590529
700,4856606.05963932
701,3854959.6104833
702,4916732.79217116
703,4355782.83506131
704,4355782.83506131
705,3854959.6104833
706,5357429.28421733
707,4385846.20132723
708,4886669.42590524
709,4886669.42590524
710,5387492.65048325
711,2202173.10541966
712,4385846.20132723
713,4886669.42590524
714,4886669.42590524
715,4355782.83506131
716,4385846.20132723
717,4856606.05963932
718,1200526.65626364
719,4385846.20132723
720,5888315.87506126
721,4886669.42590524
722,4886669.42590524
723,3354136.38590529
724,3854959.6104833
725,5357429.28421733
726,4355782.83506131
727,4856606.05963932
728,1200526.65626364
729,4385846.20132723
730,4385846.20132723
731,1200526.65626364
732,4355782.83506131
733,5387492.65048325
734,6329012.36710743
735,5387492.65048325
736,5387492.65048325
737,3854959.6104833
738,4385846.20132723
739,5357429.28421733
740,4355782.83506131
741,4385846.20132723
742,4856606.05963932
743,5888315.87506126
744,4886669.42590524
745,4265592.73626355
746,3885022.97674922
747,5888315.87506126
748,5888315.87506126
749,3854959.6104833
750,4385846.20132723
751,3854959.6104833
752,4355782.83506131
753,3885022.97674922
754,3854959.6104833
755,3354136.38590529
756,4385846.20132723
757,3263946.28710753
758,4355782.83506131
759,4385846.20132723
760,5387492.65048325
761,3885022.97674922
762,4415909.56759315
763,1701349.88084165
764,4886669.42590524
765,5387492.65048325
766,5888315.87506126
767,4355782.83506131
768,3354136.38590529
769,4325719.46879539
770,3263946.28710753
771,4385846.20132723
772,4385846.20132723
773,4325719.46879539
774,4385846.20132723
775,4856606.05963932
776,4385846.20132723
777,4385846.20132723
778,2262299.83795151
779,3854959.6104833
780,3854959.6104833
781,5357429.28421733
782,6389139.09963927
783,4385846.20132723
784,3354136.38590529
785,5387492.65048325
786,5387492.65048325
787,3854959.6104833
788,4385846.20132723
789,4916732.79217116
790,4385846.20132723
791,4385846.20132723
792,3885022.97674922
793,3885022.97674922
794,3854959.6104833
795,5387492.65048325
796,4916732.79217116
797,3854959.6104833
798,4856606.05963932
799,3854959.6104833
800,5858252.50879534
801,5387492.65048325
802,1200526.65626364
803,4355782.83506131
804,3354136.38590529
805,3354136.38590529
806,4385846.20132723
807,3854959.6104833
808,5357429.28421733
809,3354136.38590529
810,4916732.79217116
811,4355782.83506131
812,3854959.6104833
813,5447619.38301509
814,3354136.38590529
815,5888315.87506126
816,4856606.05963932
817,4916732.79217116
818,4856606.05963932
819,4355782.83506131
820,4355782.83506131
821,4355782.83506131
822,3854959.6104833
823,4385846.20132723
824,1200526.65626364
825,4385846.20132723
826,4916732.79217116
827,3354136.38590529
828,1701349.88084165
829,4355782.83506131
830,4856606.05963932
831,6419202.46590519
832,5447619.38301509
833,5387492.65048325
834,4886669.42590524
835,4916732.79217116
836,3854959.6104833
837,4355782.83506131
838,4385846.20132723
839,3854959.6104833
840,4355782.83506131
841,2763123.06252952
842,3854959.6104833
843,5387492.65048325
844,4355782.83506131
845,6859898.95795136
846,5858252.50879534
847,2262299.83795151
848,4385846.20132723
849,2202173.10541966
850,3263946.28710753
851,4385846.20132723
852,5387492.65048325
853,3263946.28710753
854,2262299.83795151
855,4385846.20132723
856,5357429.28421733
857,2262299.83795151
858,1200526.65626364
859,3854959.6104833
860,5357429.28421733
861,4886669.42590524
862,5387492.65048325
863,4385846.20132723
864,4916732.79217116
865,4886669.42590524
866,3885022.97674922
867,4385846.20132723
868,3854959.6104833
869,3203819.55457568
870,5357429.28421733
871,5387492.65048325
872,4355782.83506131
873,3885022.97674922
874,3263946.28710753
875,4385846.20132723
876,4886669.42590524
877,4385846.20132723
878,3854959.6104833
879,4385846.20132723
880,3354136.38590529
881,3354136.38590529
882,4916732.79217116
883,4355782.83506131
884,3854959.6104833
885,4385846.20132723
886,4886669.42590524
887,4385846.20132723
888,4385846.20132723
889,4856606.05963932
890,4385846.20132723
891,3854959.6104833
892,4385846.20132723
893,4385846.20132723
894,3854959.6104833
895,3854959.6104833
896,4355782.83506131
897,3854959.6104833
898,4385846.20132723
899,5387492.65048325
900,3854959.6104833
901,5357429.28421733
902,3354136.38590529
903,4886669.42590524
904,3854959.6104833
905,2202173.10541966
906,4385846.20132723
907,4385846.20132723
908,4886669.42590524
909,3885022.97674922
910,3854959.6104833
911,4355782.83506131
912,4385846.20132723
913,2202173.10541966
914,3354136.38590529
915,3854959.6104833
916,4355782.83506131
917,3324073.01963937
918,4355782.83506131
919,5858252.50879534
920,4385846.20132723
921,4916732.79217116
922,4385846.20132723
923,5207112.45288773
924,3764769.51168554
925,3854959.6104833
926,4856606.05963932
927,4355782.83506131
928,4385846.20132723
929,5387492.65048325
930,4886669.42590524
931,4856606.05963932
932,4916732.79217116
933,6419202.46590519
934,4355782.83506131
935,4385846.20132723
936,4355782.83506131
937,4385846.20132723
938,2202173.10541966
939,3854959.6104833
940,4355782.83506131
941,5417556.01674917
942,4385846.20132723
943,3854959.6104833
944,4886669.42590524
945,3354136.38590529
946,4886669.42590524
947,5357429.28421733
948,5357429.28421733
949,3354136.38590529
950,3854959.6104833
951,4355782.83506131
952,3354136.38590529
953,4355782.83506131
954,2202173.10541966
955,3263946.28710753
956,5357429.28421733
957,1200526.65626364
958,5888315.87506126
959,3854959.6104833
960,4385846.20132723
961,4886669.42590524
962,4916732.79217116
963,4355782.83506131
964,6950089.05674913
965,4886669.42590524
966,3263946.28710753
967,4886669.42590524
968,4385846.20132723
969,3885022.97674922
970,3885022.97674922
971,3354136.38590529
972,3354136.38590529
973,4355782.83506131
974,4886669.42590524
975,4385846.20132723
976,3854959.6104833
977,4385846.20132723
978,4385846.20132723
979,5978505.97385903
980,3885022.97674922
981,4385846.20132723
982,3854959.6104833
983,3764769.51168554
984,5387492.65048325
985,2262299.83795151
986,2202173.10541966
987,3263946.28710753
988,4385846.20132723
989,4355782.83506131
990,5387492.65048325
991,3354136.38590529
992,4856606.05963932
993,3854959.6104833
994,4856606.05963932
995,4415909.56759315
996,3885022.97674922
997,4886669.42590524
998,3854959.6104833
999,5978505.97385903
1000,4385846.20132723
1001,5357429.28421733
1002,4355782.83506131
1003,2202173.10541966
1004,5357429.28421733
1005,4355782.83506131
1006,5387492.65048325
1007,4856606.05963932
1008,3854959.6104833
1009,4385846.20132723
1010,4355782.83506131
1011,4916732.79217116
1012,3854959.6104833
1013,4385846.20132723
1014,4916732.79217116
1015,4856606.05963932
1016,4385846.20132723
1017,4856606.05963932
1018,2262299.83795151
1019,5357429.28421733
1020,4355782.83506131
1021,4385846.20132723
1022,4385846.20132723
1023,5387492.65048325
1024,4916732.79217116
1025,5447619.38301509
1026,2202173.10541966
1027,4385846.20132723
1028,4385846.20132723
1029,5417556.01674917
1030,4355782.83506131
1031,4355782.83506131
1032,5387492.65048325
1033,4385846.20132723
1034,5387492.65048325
1035,4355782.83506131
1036,5207112.45288773
1037,3885022.97674922
1038,3354136.38590529
1039,3854959.6104833
1040,5447619.38301509
1041,3854959.6104833
1042,4385846.20132723
1043,3885022.97674922
1044,4385846.20132723
1045,3203819.55457568
1046,4916732.79217116
1047,4886669.42590524
1048,3854959.6104833
1049,5387492.65048325
1050,4856606.05963932
1051,4385846.20132723
1052,3854959.6104833
1053,3854959.6104833
1054,4385846.20132723
1055,3885022.97674922
1056,5888315.87506126
1057,4886669.42590524
1058,3885022.97674922
1059,5888315.87506126
1060,3854959.6104833
1061,3263946.28710753
1062,5357429.28421733
1063,4355782.83506131
1064,4385846.20132723
1065,5888315.87506126
1066,5888315.87506126
1067,4325719.46879539
1068,3854959.6104833
1069,3854959.6104833
1070,5417556.01674917
1071,4355782.83506131
1072,4325719.46879539
1073,3203819.55457568
1074,2202173.10541966
1075,5327365.91795141
1076,4385846.20132723
1077,3854959.6104833
1078,3854959.6104833
1079,1701349.88084165
1080,3854959.6104833
1081,4886669.42590524
1082,4856606.05963932
1083,4886669.42590524
1084,3854959.6104833
1085,3854959.6104833
1086,5888315.87506126
1087,3854959.6104833
1088,4385846.20132723
1089,3354136.38590529
1090,3854959.6104833
1091,3854959.6104833
1092,3324073.01963937
1093,4415909.56759315
1094,4385846.20132723
1095,3354136.38590529
1096,5357429.28421733
1097,3854959.6104833
1098,4385846.20132723
1099,2262299.83795151
1100,3263946.28710753
1101,4355782.83506131
1102,3854959.6104833
1103,3854959.6104833
1104,4886669.42590524
1105,3885022.97674922
1106,3354136.38590529
1107,5387492.65048325
1108,4385846.20132723
1109,3854959.6104833
1110,3354136.38590529
1111,4355782.83506131
1112,2202173.10541966
1113,3854959.6104833
1114,4385846.20132723
1115,4355782.83506131
1116,4385846.20132723
1117,4385846.20132723
1118,4355782.83506131
1119,4385846.20132723
1120,4355782.83506131
1121,3885022.97674922
1122,3854959.6104833
1123,4916732.79217116
1124,5387492.65048325
1125,3854959.6104833
1126,4385846.20132723
1127,4385846.20132723
1128,699703.431685633
1129,3263946.28710753
1130,4355782.83506131
1131,3854959.6104833
1132,3854959.6104833
1133,3854959.6104833
1134,5387492.65048325
1135,3854959.6104833
1136,4325719.46879539
1137,4886669.42590524
1138,5447619.38301509
1139,4385846.20132723
1140,3854959.6104833
1141,6329012.36710743
1142,4355782.83506131
1143,4355782.83506131
1144,4886669.42590524
1145,5387492.65048325
1146,1200526.65626364
1147,4385846.20132723
1148,3263946.28710753
1149,4385846.20132723
1150,3263946.28710753
1151,4916732.79217116
1152,4856606.05963932
1153,4385846.20132723
1154,3354136.38590529
1155,3854959.6104833
1156,4355782.83506131
1157,3263946.28710753
1158,3885022.97674922
1159,2262299.83795151
1160,1200526.65626364
1161,4385846.20132723
1162,4355782.83506131
1163,3854959.6104833
1164,4205466.00373171
1165,3854959.6104833
1166,4355782.83506131
1167,3263946.28710753
1168,5888315.87506126
1169,5447619.38301509
1170,4355782.83506131
1171,4385846.20132723
1172,3854959.6104833
1173,5357429.28421733
1174,3854959.6104833
1175,4385846.20132723
1176,4355782.83506131
1177,4856606.05963932
1178,4946796.15843708
1179,2202173.10541966
1180,2202173.10541966
1181,5387492.65048325
1182,3854959.6104833
1183,5387492.65048325
1184,4385846.20132723
1185,4385846.20132723
1186,3854959.6104833
1187,4385846.20132723
1188,4385846.20132723
1189,4385846.20132723
1190,4886669.42590524
1191,3854959.6104833
1192,4385846.20132723
1193,3354136.38590529
1194,4916732.79217116
1195,5417556.01674917
1196,4886669.42590524
1197,4385846.20132723
1198,4886669.42590524
1199,3354136.38590529
1200,5387492.65048325
1201,3203819.55457568
1202,4385846.20132723
1203,3354136.38590529
1204,3263946.28710753
1205,4385846.20132723
1206,4385846.20132723
1207,3854959.6104833
1208,4355782.83506131
1209,4856606.05963932
1210,4856606.05963932
1211,4385846.20132723
1212,3854959.6104833
1213,4886669.42590524
1214,4886669.42590524
1215,4385846.20132723
1216,2202173.10541966
1217,5387492.65048325
1218,3854959.6104833
1219,5387492.65048325
1220,3854959.6104833
1221,2262299.83795151
1222,4385846.20132723
1223,2202173.10541966
1224,3854959.6104833
1225,4385846.20132723
1226,4916732.79217116
1227,5447619.38301509
1228,4385846.20132723
1229,5387492.65048325
1230,3854959.6104833
1231,3854959.6104833
1232,3885022.97674922
1233,5387492.65048325
1234,5357429.28421733
1235,4355782.83506131
1236,1200526.65626364
1237,2262299.83795151
1238,4205466.00373171
1239,4385846.20132723
1240,3263946.28710753
1241,4355782.83506131
1242,5888315.87506126
1243,4355782.83506131
1244,4856606.05963932
1245,3263946.28710753
1246,4355782.83506131
1247,4355782.83506131
1248,4886669.42590524
1249,4916732.79217116
1250,4385846.20132723
1251,4385846.20132723
1252,2202173.10541966
1253,4856606.05963932
1254,3854959.6104833
1255,4355782.83506131
1256,4355782.83506131
1257,3854959.6104833
1258,4385846.20132723
1259,3854959.6104833
1260,5858252.50879534
1261,4856606.05963932
1262,6268885.63457559
1263,4415909.56759315
1264,3263946.28710753
1265,3885022.97674922
1266,3854959.6104833
1267,4385846.20132723
1268,4355782.83506131
1269,4886669.42590524
1270,3885022.97674922
1271,6419202.46590519
1272,4886669.42590524
1273,3854959.6104833
1274,3854959.6104833
1275,4856606.05963932
1276,3354136.38590529
1277,4385846.20132723
1278,4385846.20132723
1279,3854959.6104833
1280,5387492.65048325
1281,4385846.20132723
1282,4385846.20132723
1283,699703.431685633
1284,4886669.42590524
1285,8392431.99795132
1286,4385846.20132723
1287,3263946.28710753
1288,5888315.87506126
1289,4355782.83506131
1290,3324073.01963937
1291,3854959.6104833
1292,5888315.87506126
1293,4886669.42590524
1294,5357429.28421733
1295,4856606.05963932
1296,4385846.20132723
1297,3854959.6104833
1298,4916732.79217116
1299,3885022.97674922
1300,4385846.20132723
1301,3354136.38590529
1302,4355782.83506131
1303,4355782.83506131
1304,5417556.01674917
1305,4355782.83506131
1306,4385846.20132723
1307,4916732.79217116
1308,4355782.83506131
1309,3854959.6104833
1310,5978505.97385903
1311,4355782.83506131
1312,4886669.42590524
1313,4385846.20132723
1314,5978505.97385903
1315,3854959.6104833
1316,4355782.83506131
1317,4916732.79217116
1318,4385846.20132723
1319,3854959.6104833
1320,3854959.6104833
1321,3354136.38590529
1322,3854959.6104833
1323,4385846.20132723
1324,5948442.6075931
1325,699703.431685633
1326,4385846.20132723
1327,2763123.06252952
1328,3854959.6104833
1329,5387492.65048325
1330,4385846.20132723
1331,4385846.20132723
1332,2202173.10541966
1333,3885022.97674922
1334,5387492.65048325
1335,4385846.20132723
1336,3854959.6104833
1337,3854959.6104833
1338,3354136.38590529
1339,4415909.56759315
1340,3854959.6104833
1341,8392431.99795132
1342,4385846.20132723
1343,3854959.6104833
1344,5387492.65048325
1345,3854959.6104833
1346,4916732.79217116
1347,5447619.38301509
1348,4385846.20132723
1349,3854959.6104833
1350,4856606.05963932
1351,5357429.28421733
1352,4385846.20132723
1353,3263946.28710753
1354,4856606.05963932
1355,4355782.83506131
1356,3263946.28710753
1357,3263946.28710753
1358,3854959.6104833
1359,3854959.6104833
1360,1701349.88084165
1361,3854959.6104833
